#EXPORTTYPE:                 ;DATA ALL                   
#FILE:                       ;SiO2@PIPSECAGEM60C.ngb-ds3
#FORMAT:                     ;NETZSCH5                   
#FTYPE:                      ;ASCII                      
#IDENTITY:                   ;SiO2@PIPSECAGEM60C        
#DECIMAL:                    ;COMMA                      
#SEPARATOR:                  ;SEMICOLON                  
#MTYPE:                      ;TG                         
#INSTRUMENT:                 ;NETZSCH STA 449F3          
#PROJECT:                    ;-                          
#DATE/TIME:                  ;19/11/2024 13:25:15 (UTC-3)
#CORR. FILE:                 ;Correction.ngb-bs3         
#TEMPCAL:                    ;Cal_08_2024_Ar_5C.ngb-ts3  
#SENSITIVITY:                ;---                        
#LABORATORY:                 ;Proc de Nanocerümicas      
#OPERATOR:                   ;Danilo Janes               
#REMARK:                     ;                           
#SAMPLE:                     ;SiO2@PIPSECAGEM60C        
#SAMPLE MASS /mg:            ;11,9130                    
#MATERIAL:                   ;                           
#REFERENCE:                  ;                           
#REFERENCE MASS /mg:         ;                           
#TYPE OF CRUCIBLE:           ;DTA/TG crucible Al2O3      
#SAMPLE CRUCIBLE MASS /mg:   ;0                          
#REFERENCE CRUCIBLE MASS /mg:;                           
#TG RANGE /mg:               ;35000                      
#TAU-R:                      ;---                        
#CORR. CODE:                 ;020                        
#EXO:                        ;-1                         
#RANGE:                      ;20oC/10,0(K/min)/1000oC    
#SEGMENT:                    ;S1/1                       
#SEG. 1:                     ;20oC/10,0(K/min)/1000oC    

##Temp./oC;Time/min;Mass/%;Gas Flow(purge1)/(ml/min);Gas Flow(protective)/(ml/min)
 30,05046; 1,41409; 99,62372;20,00000;20,00000
 30,36614; 1,46460; 99,60539;20,00000;20,00000
 30,67252; 1,51510; 99,59888;20,00000;20,00000
 31,01461; 1,56560; 99,58537;20,00000;20,00000
 31,36310; 1,61611; 99,58555;20,00000;20,00000
 31,71713; 1,66661; 99,57727;20,00000;20,00000
 32,07695; 1,71711; 99,57270;20,00000;20,00000
 32,47415; 1,76762; 99,55920;20,00000;20,00000
 32,87167; 1,81812; 99,55524;20,00000;20,00000
 33,25492; 1,86862; 99,54529;20,00000;20,00000
 33,68277; 1,91913; 99,54174;20,00000;20,00000
 34,10650; 1,96963; 99,53141;20,00000;20,00000
 34,55032; 2,02013; 99,52981;20,00000;20,00000
 34,99153; 2,07064; 99,51710;20,00000;20,00000
 35,42977; 2,12114; 99,50690;20,00000;20,00000
 35,90605; 2,17164; 99,50937;20,00000;20,00000
 36,37337; 2,22215; 99,50765;20,00000;20,00000
 36,84834; 2,27265; 99,50106;20,00000;20,00000
 37,35182; 2,32315; 99,48962;20,00000;20,00000
 37,84958; 2,37366; 99,48528;20,00000;20,00000
 38,36516; 2,42416; 99,48121;20,00000;20,00000
 38,88217; 2,47466; 99,46809;20,00000;20,00000
 39,40559; 2,52516; 99,45935;20,00000;20,00000
 39,94328; 2,57567; 99,43796;20,00000;20,00000
 40,49291; 2,62617; 99,44025;20,00000;20,00000
 41,03362; 2,67667; 99,43370;20,00000;20,00000
 41,60854; 2,72718; 99,42307;20,00000;20,00000
 42,15655; 2,77768; 99,41213;20,00000;20,00000
 42,72744; 2,82818; 99,39942;20,00000;20,00000
 43,29611; 2,87869; 99,38818;20,00000;20,00000
 43,88404; 2,92919; 99,37726;20,00000;20,00000
 44,47258; 2,97969; 99,35792;20,00000;20,00000
 45,06937; 3,03020; 99,35278;20,00000;20,00000
 45,67040; 3,08070; 99,34585;20,00000;20,00000
 46,27727; 3,13120; 99,33060;20,00000;20,00000
 46,88626; 3,18171; 99,32250;20,00000;20,00000
 47,49565; 3,23221; 99,31420;20,00000;20,00000
 48,09890; 3,28271; 99,29414;20,00000;20,00000
 48,72240; 3,33322; 99,28408;20,00000;20,00000
 49,33086; 3,38372; 99,26261;20,00000;20,00000
 49,94954; 3,43422; 99,24319;20,00000;20,00000
 50,58541; 3,48473; 99,22531;20,00000;20,00000
 51,20580; 3,53523; 99,20618;20,00000;20,00000
 51,82921; 3,58573; 99,18734;20,00000;20,00000
 52,45291; 3,63624; 99,16282;20,00000;20,00000
 53,06800; 3,68674; 99,13675;20,00000;20,00000
 53,70076; 3,73724; 99,11189;20,00000;20,00000
 54,33919; 3,78775; 99,07746;20,00000;20,00000
 54,95329; 3,83825; 99,05095;20,00000;20,00000
 55,58335; 3,88875; 99,01719;20,00000;20,00000
 56,20423; 3,93926; 98,99557;20,00000;20,00000
 56,82893; 3,98976; 98,96268;20,00000;20,00000
 57,45638; 4,04026; 98,93032;20,00000;20,00000
 58,07680; 4,09077; 98,90039;20,00000;20,00000
 58,71098; 4,14127; 98,85928;20,00000;20,00000
 59,32830; 4,19177; 98,82247;20,00000;20,00000
 59,92344; 4,24228; 98,77529;20,00000;20,00000
 60,54953; 4,29278; 98,73929;20,00000;20,00000
 61,16440; 4,34328; 98,69679;20,00000;20,00000
 61,77110; 4,39379; 98,65041;20,00000;20,00000
 62,38854; 4,44429; 98,59969;20,00000;20,00000
 63,00434; 4,49479; 98,54780;20,00000;20,00000
 63,62359; 4,54530; 98,48881;20,00000;20,00000
 64,21597; 4,59580; 98,43146;20,00000;20,00000
 64,83146; 4,64630; 98,38193;20,00000;20,00000
 65,41154; 4,69681; 98,33190;20,00000;20,00000
 65,98376; 4,74731; 98,27043;20,00000;20,00000
 66,59404; 4,79781; 98,22165;20,00000;20,00000
 67,19949; 4,84832; 98,15054;20,00000;20,00000
 67,77278; 4,89882; 98,07886;20,00000;20,00000
 68,34188; 4,94932; 98,01510;20,00000;20,00000
 68,93426; 4,99983; 97,94105;20,00000;20,00000
 69,51750; 5,05033; 97,85905;20,00000;20,00000
 70,08291; 5,10083; 97,79153;20,00000;20,00000
 70,65445; 5,15134; 97,72055;20,00000;20,00000
 71,21675; 5,20184; 97,64353;20,00000;20,00000
 71,78125; 5,25234; 97,57047;20,00000;20,00000
 72,34020; 5,30285; 97,49914;20,00000;20,00000
 72,89825; 5,35335; 97,42877;20,00000;20,00000
 73,45099; 5,40385; 97,35239;20,00000;20,00000
 74,00356; 5,45436; 97,27999;20,00000;20,00000
 74,55891; 5,50486; 97,19807;20,00000;20,00000
 75,09662; 5,55536; 97,12147;20,00000;20,00000
 75,63528; 5,60587; 97,04107;20,00000;20,00000
 76,18279; 5,65637; 96,95872;20,00000;20,00000
 76,71014; 5,70687; 96,86970;20,00000;20,00000
 77,25268; 5,75738; 96,78966;20,00000;20,00000
 77,78591; 5,80788; 96,70588;20,00000;20,00000
 78,31925; 5,85838; 96,62521;20,00000;20,00000
 78,83915; 5,90889; 96,54054;20,00000;20,00000
 79,36802; 5,95939; 96,45728;20,00000;20,00000
 79,89377; 6,00989; 96,37055;20,00000;20,00000
 80,40225; 6,06040; 96,28983;20,00000;20,00000
 80,91816; 6,11090; 96,20620;20,00000;20,00000
 81,44665; 6,16140; 96,12853;20,00000;20,00000
 81,96813; 6,21191; 96,03600;20,00000;20,00000
 82,48768; 6,26241; 95,94999;20,00000;20,00000
 82,98860; 6,31291; 95,86325;20,00000;20,00000
 83,49804; 6,36342; 95,77660;20,00000;20,00000
 84,00327; 6,41392; 95,68894;20,00000;20,00000
 84,51359; 6,46442; 95,60757;20,00000;20,00000
 85,02282; 6,51493; 95,52548;20,00000;20,00000
 85,53847; 6,56543; 95,43803;20,00000;20,00000
 86,03045; 6,61593; 95,34483;20,00000;20,00000
 86,54123; 6,66644; 95,25490;20,00000;20,00000
 87,03866; 6,71694; 95,17024;20,00000;20,00000
 87,55137; 6,76744; 95,08967;20,00000;20,00000
 88,04469; 6,81795; 95,00219;20,00000;20,00000
 88,53888; 6,86845; 94,91656;20,00000;20,00000
 89,06430; 6,91895; 94,83151;20,00000;20,00000
 89,55170; 6,96946; 94,74371;20,00000;20,00000
 90,05061; 7,01996; 94,66052;20,00000;20,00000
 90,55367; 7,07046; 94,56551;20,00000;20,00000
 91,04560; 7,12097; 94,48483;20,00000;20,00000
 91,54911; 7,17147; 94,40619;20,00000;20,00000
 92,05076; 7,22197; 94,32314;20,00000;20,00000
 92,54241; 7,27248; 94,22823;20,00000;20,00000
 93,04501; 7,32298; 94,14064;20,00000;20,00000
 93,54692; 7,37348; 94,06032;20,00000;20,00000
 94,03989; 7,42399; 93,97623;20,00000;20,00000
 94,54099; 7,47449; 93,88388;20,00000;20,00000
 95,04829; 7,52499; 93,79865;20,00000;20,00000
 95,53959; 7,57549; 93,71691;20,00000;20,00000
 96,02560; 7,62600; 93,64287;20,00000;20,00000
 96,53387; 7,67650; 93,55888;20,00000;20,00000
 97,02544; 7,72700; 93,47734;20,00000;20,00000
 97,54099; 7,77751; 93,39542;20,00000;20,00000
 98,01507; 7,82801; 93,31479;20,00000;20,00000
 98,53222; 7,87851; 93,21405;20,00000;20,00000
 99,03490; 7,92902; 93,12899;20,00000;20,00000
 99,52764; 7,97952; 93,04889;20,00000;20,00000
100,01224; 8,03002; 92,96479;20,00000;20,00000
100,51574; 8,08053; 92,89344;20,00000;20,00000
101,00011; 8,13103; 92,81686;20,00000;20,00000
101,50188; 8,18153; 92,74038;20,00000;20,00000
102,00762; 8,23204; 92,66512;20,00000;20,00000
102,50834; 8,28254; 92,59618;20,00000;20,00000
102,99399; 8,33304; 92,52238;20,00000;20,00000
103,50269; 8,38355; 92,44956;20,00000;20,00000
104,00556; 8,43405; 92,36943;20,00000;20,00000
104,50699; 8,48455; 92,29418;20,00000;20,00000
105,00038; 8,53506; 92,22419;20,00000;20,00000
105,49732; 8,58556; 92,16436;20,00000;20,00000
105,98944; 8,63606; 92,09249;20,00000;20,00000
106,49459; 8,68657; 92,01990;20,00000;20,00000
106,98510; 8,73707; 91,95449;20,00000;20,00000
107,48697; 8,78757; 91,89019;20,00000;20,00000
107,98960; 8,83808; 91,82409;20,00000;20,00000
108,49111; 8,88858; 91,75678;20,00000;20,00000
108,99178; 8,93908; 91,69461;20,00000;20,00000
109,48770; 8,98959; 91,62228;20,00000;20,00000
109,97591; 9,04009; 91,55365;20,00000;20,00000
110,47935; 9,09059; 91,49254;20,00000;20,00000
110,97475; 9,14110; 91,42796;20,00000;20,00000
111,47234; 9,19160; 91,36056;20,00000;20,00000
111,97635; 9,24210; 91,29596;20,00000;20,00000
112,47710; 9,29261; 91,23917;20,00000;20,00000
112,96883; 9,34311; 91,18672;20,00000;20,00000
113,46982; 9,39361; 91,13643;20,00000;20,00000
113,97297; 9,44412; 91,07827;20,00000;20,00000
114,46909; 9,49462; 91,02791;20,00000;20,00000
114,96893; 9,54512; 90,96803;20,00000;20,00000
115,47309; 9,59563; 90,91460;20,00000;20,00000
115,98270; 9,64613; 90,84839;20,00000;20,00000
116,47775; 9,69663; 90,78947;20,00000;20,00000
116,96706; 9,74714; 90,72898;20,00000;20,00000
117,46905; 9,79764; 90,66846;20,00000;20,00000
117,96932; 9,84814; 90,62699;20,00000;20,00000
118,48340; 9,89865; 90,57793;20,00000;20,00000
118,98660; 9,94915; 90,52232;20,00000;20,00000
119,48171; 9,99965; 90,46974;20,00000;20,00000
119,98114;10,05016; 90,40787;20,00000;20,00000
120,49365;10,10066; 90,35913;20,00000;20,00000
120,98529;10,15116; 90,30741;20,00000;20,00000
121,49086;10,20167; 90,26630;20,00000;20,00000
121,99046;10,25217; 90,21851;20,00000;20,00000
122,48438;10,30267; 90,17519;20,00000;20,00000
122,99419;10,35318; 90,12676;20,00000;20,00000
123,50792;10,40368; 90,08334;20,00000;20,00000
124,00420;10,45418; 90,04467;20,00000;20,00000
124,50874;10,50469; 90,00352;20,00000;20,00000
125,02477;10,55519; 89,96184;20,00000;20,00000
125,52067;10,60569; 89,91607;20,00000;20,00000
126,01792;10,65620; 89,86998;20,00000;20,00000
126,52658;10,70670; 89,82859;20,00000;20,00000
127,03297;10,75720; 89,78556;20,00000;20,00000
127,54426;10,80771; 89,74811;20,00000;20,00000
128,04744;10,85821; 89,70924;20,00000;20,00000
128,56136;10,90871; 89,66933;20,00000;20,00000
129,06903;10,95922; 89,62352;20,00000;20,00000
129,55978;11,00972; 89,58312;20,00000;20,00000
130,07541;11,06022; 89,54494;20,00000;20,00000
130,58497;11,11073; 89,52080;20,00000;20,00000
131,08977;11,16123; 89,48236;20,00000;20,00000
131,59841;11,21173; 89,44460;20,00000;20,00000
132,11755;11,26224; 89,40008;20,00000;20,00000
132,61865;11,31274; 89,37223;20,00000;20,00000
133,12999;11,36324; 89,33945;20,00000;20,00000
133,63600;11,41375; 89,30070;20,00000;20,00000
134,13833;11,46425; 89,27083;20,00000;20,00000
134,64816;11,51475; 89,24093;20,00000;20,00000
135,15393;11,56526; 89,21032;20,00000;20,00000
135,67229;11,61576; 89,18011;20,00000;20,00000
136,17858;11,66626; 89,14810;20,00000;20,00000
136,68311;11,71677; 89,10801;20,00000;20,00000
137,20366;11,76727; 89,08375;20,00000;20,00000
137,72186;11,81777; 89,05193;20,00000;20,00000
138,22700;11,86828; 89,02129;20,00000;20,00000
138,73471;11,91878; 88,98520;20,00000;20,00000
139,23939;11,96928; 88,95473;20,00000;20,00000
139,75518;12,01979; 88,91898;20,00000;20,00000
140,26784;12,07029; 88,88247;20,00000;20,00000
140,77525;12,12079; 88,85957;20,00000;20,00000
141,28954;12,17130; 88,82379;20,00000;20,00000
141,80457;12,22180; 88,80759;20,00000;20,00000
142,30980;12,27230; 88,78168;20,00000;20,00000
142,80697;12,32281; 88,74976;20,00000;20,00000
143,31929;12,37331; 88,72705;20,00000;20,00000
143,83763;12,42381; 88,69620;20,00000;20,00000
144,34723;12,47432; 88,66436;20,00000;20,00000
144,86009;12,52482; 88,64243;20,00000;20,00000
145,37336;12,57532; 88,60806;20,00000;20,00000
145,88468;12,62583; 88,58688;20,00000;20,00000
146,38104;12,67633; 88,56698;20,00000;20,00000
146,89091;12,72683; 88,54651;20,00000;20,00000
147,40449;12,77733; 88,51984;20,00000;20,00000
147,91415;12,82784; 88,50204;20,00000;20,00000
148,43235;12,87834; 88,47699;20,00000;20,00000
148,93355;12,92884; 88,45076;20,00000;20,00000
149,44140;12,97935; 88,43305;20,00000;20,00000
149,95452;13,02985; 88,41609;20,00000;20,00000
150,46649;13,08035; 88,39578;20,00000;20,00000
150,96413;13,13086; 88,37707;20,00000;20,00000
151,48884;13,18136; 88,35171;20,00000;20,00000
151,98963;13,23186; 88,34070;20,00000;20,00000
152,50516;13,28237; 88,32491;20,00000;20,00000
153,02008;13,33287; 88,30614;20,00000;20,00000
153,53242;13,38337; 88,29178;20,00000;20,00000
154,02700;13,43388; 88,26688;20,00000;20,00000
154,53889;13,48438; 88,25807;20,00000;20,00000
155,04758;13,53488; 88,24400;20,00000;20,00000
155,54801;13,58539; 88,22710;20,00000;20,00000
156,06030;13,63589; 88,21403;20,00000;20,00000
156,57199;13,68639; 88,19953;20,00000;20,00000
157,06981;13,73690; 88,18680;20,00000;20,00000
157,58038;13,78740; 88,17201;20,00000;20,00000
158,08299;13,83790; 88,15095;20,00000;20,00000
158,58373;13,88841; 88,14108;20,00000;20,00000
159,10093;13,93891; 88,12920;20,00000;20,00000
159,61093;13,98941; 88,11889;20,00000;20,00000
160,10920;14,03992; 88,10799;20,00000;20,00000
160,61448;14,09042; 88,09693;20,00000;20,00000
161,11372;14,14092; 88,08848;20,00000;20,00000
161,62580;14,19143; 88,07918;20,00000;20,00000
162,12992;14,24193; 88,06819;20,00000;20,00000
162,64111;14,29243; 88,05166;20,00000;20,00000
163,13796;14,34294; 88,04389;20,00000;20,00000
163,64532;14,39344; 88,03776;20,00000;20,00000
164,15384;14,44394; 88,02533;20,00000;20,00000
164,65512;14,49445; 88,00946;20,00000;20,00000
165,16819;14,54495; 87,99583;20,00000;20,00000
165,66829;14,59545; 87,98524;20,00000;20,00000
166,17202;14,64596; 87,97602;20,00000;20,00000
166,66716;14,69646; 87,96750;20,00000;20,00000
167,16699;14,74696; 87,95651;20,00000;20,00000
167,67440;14,79747; 87,93959;20,00000;20,00000
168,17624;14,84797; 87,93047;20,00000;20,00000
168,68282;14,89847; 87,91458;20,00000;20,00000
169,18033;14,94898; 87,89998;20,00000;20,00000
169,68084;14,99948; 87,88730;20,00000;20,00000
170,17883;15,04998; 87,87711;20,00000;20,00000
170,68793;15,10049; 87,86779;20,00000;20,00000
171,20736;15,15099; 87,86020;20,00000;20,00000
171,70053;15,20149; 87,85252;20,00000;20,00000
172,17235;15,25200; 87,84506;20,00000;20,00000
172,69477;15,30250; 87,83992;20,00000;20,00000
173,20134;15,35300; 87,83306;20,00000;20,00000
173,70819;15,40351; 87,82450;20,00000;20,00000
174,20709;15,45401; 87,81143;20,00000;20,00000
174,71003;15,50451; 87,79751;20,00000;20,00000
175,21647;15,55502; 87,78801;20,00000;20,00000
175,71720;15,60552; 87,77946;20,00000;20,00000
176,21772;15,65602; 87,77129;20,00000;20,00000
176,72523;15,70653; 87,76184;20,00000;20,00000
177,21873;15,75703; 87,75174;20,00000;20,00000
177,73105;15,80753; 87,74321;20,00000;20,00000
178,24318;15,85804; 87,73629;20,00000;20,00000
178,73549;15,90854; 87,72465;20,00000;20,00000
179,24412;15,95904; 87,71197;20,00000;20,00000
179,74385;16,00955; 87,70090;20,00000;20,00000
180,24945;16,06005; 87,69327;20,00000;20,00000
180,74515;16,11055; 87,68649;20,00000;20,00000
181,26036;16,16106; 87,68056;20,00000;20,00000
181,77761;16,21156; 87,67113;20,00000;20,00000
182,26201;16,26206; 87,66360;20,00000;20,00000
182,76688;16,31257; 87,65342;20,00000;20,00000
183,29301;16,36307; 87,63937;20,00000;20,00000
183,78967;16,41357; 87,62753;20,00000;20,00000
184,29866;16,46408; 87,62034;20,00000;20,00000
184,81102;16,51458; 87,61287;20,00000;20,00000
185,29546;16,56508; 87,60593;20,00000;20,00000
185,82844;16,61559; 87,59964;20,00000;20,00000
186,32449;16,66609; 87,59318;20,00000;20,00000
186,83820;16,71659; 87,58721;20,00000;20,00000
187,33831;16,76710; 87,58009;20,00000;20,00000
187,84187;16,81760; 87,56700;20,00000;20,00000
188,35924;16,86810; 87,55619;20,00000;20,00000
188,87431;16,91861; 87,54338;20,00000;20,00000
189,38240;16,96911; 87,53227;20,00000;20,00000
189,88094;17,01961; 87,52546;20,00000;20,00000
190,38525;17,07012; 87,51613;20,00000;20,00000
190,88244;17,12062; 87,50683;20,00000;20,00000
191,40458;17,17112; 87,49408;20,00000;20,00000
191,90594;17,22163; 87,48041;20,00000;20,00000
192,42297;17,27213; 87,47143;20,00000;20,00000
192,93079;17,32263; 87,46368;20,00000;20,00000
193,44335;17,37314; 87,45420;20,00000;20,00000
193,93839;17,42364; 87,44243;20,00000;20,00000
194,46344;17,47414; 87,43200;20,00000;20,00000
194,95282;17,52465; 87,42213;20,00000;20,00000
195,47957;17,57515; 87,41549;20,00000;20,00000
195,97479;17,62565; 87,40437;20,00000;20,00000
196,47795;17,67616; 87,39433;20,00000;20,00000
196,98574;17,72666; 87,38410;20,00000;20,00000
197,50191;17,77716; 87,37477;20,00000;20,00000
198,00401;17,82766; 87,36629;20,00000;20,00000
198,50887;17,87817; 87,35783;20,00000;20,00000
199,01095;17,92867; 87,35018;20,00000;20,00000
199,51159;17,97917; 87,34169;20,00000;20,00000
200,03482;18,02968; 87,33320;20,00000;20,00000
200,54174;18,08018; 87,32557;20,00000;20,00000
201,03760;18,13068; 87,31625;20,00000;20,00000
201,54694;18,18119; 87,30104;20,00000;20,00000
202,05191;18,23169; 87,28932;20,00000;20,00000
202,55520;18,28219; 87,28062;20,00000;20,00000
203,06851;18,33270; 87,26616;20,00000;20,00000
203,57678;18,38320; 87,25257;20,00000;20,00000
204,08181;18,43370; 87,24014;20,00000;20,00000
204,58581;18,48421; 87,22746;20,00000;20,00000
205,09198;18,53471; 87,21851;20,00000;20,00000
205,59859;18,58521; 87,21183;20,00000;20,00000
206,11426;18,63572; 87,20520;20,00000;20,00000
206,60660;18,68622; 87,19841;20,00000;20,00000
207,11468;18,73672; 87,18792;20,00000;20,00000
207,61567;18,78723; 87,17936;20,00000;20,00000
208,12164;18,83773; 87,16877;20,00000;20,00000
208,63391;18,88823; 87,15081;20,00000;20,00000
209,14083;18,93874; 87,14186;20,00000;20,00000
209,63906;18,98924; 87,13599;20,00000;20,00000
210,15927;19,03974; 87,12754;20,00000;20,00000
210,64940;19,09025; 87,11653;20,00000;20,00000
211,15383;19,14075; 87,10552;20,00000;20,00000
211,64762;19,19125; 87,09459;20,00000;20,00000
212,16333;19,24176; 87,08254;20,00000;20,00000
212,67026;19,29226; 87,07076;20,00000;20,00000
213,17193;19,34276; 87,06076;20,00000;20,00000
213,66321;19,39327; 87,04932;20,00000;20,00000
214,18668;19,44377; 87,03667;20,00000;20,00000
214,69519;19,49427; 87,02680;20,00000;20,00000
215,19972;19,54478; 87,01830;20,00000;20,00000
215,69147;19,59528; 87,00948;20,00000;20,00000
216,19891;19,64578; 86,99796;20,00000;20,00000
216,70158;19,69629; 86,99170;20,00000;20,00000
217,21479;19,74679; 86,97974;20,00000;20,00000
217,72934;19,79729; 86,96737;20,00000;20,00000
218,21202;19,84780; 86,96235;20,00000;20,00000
218,72182;19,89830; 86,95403;20,00000;20,00000
219,21813;19,94880; 86,94570;20,00000;20,00000
219,73046;19,99931; 86,93122;20,00000;20,00000
220,22313;20,04981; 86,92187;20,00000;20,00000
220,73479;20,10031; 86,91507;20,00000;20,00000
221,23570;20,15082; 86,90915;20,00000;20,00000
221,74803;20,20132; 86,90402;20,00000;20,00000
222,24830;20,25182; 86,89799;20,00000;20,00000
222,75839;20,30233; 86,88777;20,00000;20,00000
223,24805;20,35283; 86,87601;20,00000;20,00000
223,76003;20,40333; 86,86564;20,00000;20,00000
224,25844;20,45384; 86,85522;20,00000;20,00000
224,76976;20,50434; 86,84150;20,00000;20,00000
225,27289;20,55484; 86,83167;20,00000;20,00000
225,78059;20,60535; 86,82918;20,00000;20,00000
226,27999;20,65585; 86,82521;20,00000;20,00000
226,79629;20,70635; 86,81408;20,00000;20,00000
227,29745;20,75686; 86,80237;20,00000;20,00000
227,80323;20,80736; 86,79081;20,00000;20,00000
228,30202;20,85786; 86,77804;20,00000;20,00000
228,80624;20,90837; 86,76537;20,00000;20,00000
229,32312;20,95887; 86,75001;20,00000;20,00000
229,82721;21,00937; 86,73811;20,00000;20,00000
230,33187;21,05988; 86,73048;20,00000;20,00000
230,83256;21,11038; 86,72368;20,00000;20,00000
231,33789;21,16088; 86,71347;20,00000;20,00000
231,84336;21,21139; 86,70598;20,00000;20,00000
232,35531;21,26189; 86,69501;20,00000;20,00000
232,86745;21,31239; 86,67755;20,00000;20,00000
233,37169;21,36290; 86,66531;20,00000;20,00000
233,86735;21,41340; 86,65404;20,00000;20,00000
234,39430;21,46390; 86,64131;20,00000;20,00000
234,89633;21,51441; 86,62769;20,00000;20,00000
235,39800;21,56491; 86,61583;20,00000;20,00000
235,90888;21,61541; 86,60568;20,00000;20,00000
236,40966;21,66592; 86,59234;20,00000;20,00000
236,92131;21,71642; 86,58267;20,00000;20,00000
237,41419;21,76692; 86,57539;20,00000;20,00000
237,92743;21,81743; 86,56731;20,00000;20,00000
238,43474;21,86793; 86,55368;20,00000;20,00000
238,94285;21,91843; 86,53973;20,00000;20,00000
239,45050;21,96894; 86,52010;20,00000;20,00000
239,95745;22,01944; 86,50571;20,00000;20,00000
240,46838;22,06994; 86,49208;20,00000;20,00000
240,96835;22,12045; 86,48021;20,00000;20,00000
241,47833;22,17095; 86,46050;20,00000;20,00000
241,98769;22,22145; 86,43952;20,00000;20,00000
242,47679;22,27196; 86,42360;20,00000;20,00000
242,99438;22,32246; 86,41066;20,00000;20,00000
243,49085;22,37296; 86,39987;20,00000;20,00000
244,00478;22,42347; 86,39092;20,00000;20,00000
244,52099;22,47397; 86,37302;20,00000;20,00000
245,01161;22,52447; 86,36260;20,00000;20,00000
245,51928;22,57498; 86,35104;20,00000;20,00000
246,01921;22,62548; 86,33765;20,00000;20,00000
246,51458;22,67598; 86,32522;20,00000;20,00000
247,02717;22,72648; 86,31413;20,00000;20,00000
247,52053;22,77699; 86,30138;20,00000;20,00000
248,01851;22,82749; 86,28863;20,00000;20,00000
248,53741;22,87799; 86,27370;20,00000;20,00000
249,03901;22,92850; 86,25807;20,00000;20,00000
249,55097;22,97900; 86,24969;20,00000;20,00000
250,06112;23,02950; 86,23948;20,00000;20,00000
250,56007;23,08001; 86,22765;20,00000;20,00000
251,06858;23,13051; 86,21833;20,00000;20,00000
251,56396;23,18101; 86,20730;20,00000;20,00000
252,06076;23,23152; 86,19702;20,00000;20,00000
252,56556;23,28202; 86,18284;20,00000;20,00000
253,07481;23,33252; 86,17190;20,00000;20,00000
