##Temp./oC	Time/min	Mass/%	Gas Flow(purge1)/(ml/min)	Gas Flow(protective)/(ml/min)
83,49804	6,36342	95,7766	20	20
84,00327	6,41392	95,68894	20	20
84,51359	6,46442	95,60757	20	20
85,02282	6,51493	95,52548	20	20
85,53847	6,56543	95,43803	20	20
86,03045	6,61593	95,34483	20	20
86,54123	6,66644	95,2549	20	20
87,03866	6,71694	95,17024	20	20
87,55137	6,76744	95,08967	20	20
88,04469	6,81795	95,00219	20	20
88,53888	6,86845	94,91656	20	20
89,0643	6,91895	94,83151	20	20
89,5517	6,96946	94,74371	20	20
90,05061	7,01996	94,66052	20	20
90,55367	7,07046	94,56551	20	20
91,0456	7,12097	94,48483	20	20
91,54911	7,17147	94,40619	20	20
92,05076	7,22197	94,32314	20	20
92,54241	7,27248	94,22823	20	20
93,04501	7,32298	94,14064	20	20
93,54692	7,37348	94,06032	20	20
94,03989	7,42399	93,97623	20	20
94,54099	7,47449	93,88388	20	20
95,04829	7,52499	93,79865	20	20
95,53959	7,57549	93,71691	20	20
96,0256	7,626	93,64287	20	20
96,53387	7,6765	93,55888	20	20
97,02544	7,727	93,47734	20	20
97,54099	7,77751	93,39542	20	20
98,01507	7,82801	93,31479	20	20
98,53222	7,87851	93,21405	20	20
99,0349	7,92902	93,12899	20	20
99,52764	7,97952	93,04889	20	20
100,01224	8,03002	92,96479	20	20
100,51574	8,08053	92,89344	20	20
101,00011	8,13103	92,81686	20	20
101,50188	8,18153	92,74038	20	20
102,00762	8,23204	92,66512	20	20
102,50834	8,28254	92,59618	20	20
102,99399	8,33304	92,52238	20	20
103,50269	8,38355	92,44956	20	20
104,00556	8,43405	92,36943	20	20
104,50699	8,48455	92,29418	20	20
105,00038	8,53506	92,22419	20	20
105,49732	8,58556	92,16436	20	20
105,98944	8,63606	92,09249	20	20
106,49459	8,68657	92,0199	20	20
106,9851	8,73707	91,95449	20	20
107,48697	8,78757	91,89019	20	20
107,9896	8,83808	91,82409	20	20
108,49111	8,88858	91,75678	20	20
108,99178	8,93908	91,69461	20	20
109,4877	8,98959	91,62228	20	20
109,97591	9,04009	91,55365	20	20
110,47935	9,09059	91,49254	20	20
110,97475	9,1411	91,42796	20	20
111,47234	9,1916	91,36056	20	20
111,97635	9,2421	91,29596	20	20
112,4771	9,29261	91,23917	20	20
112,96883	9,34311	91,18672	20	20
113,46982	9,39361	91,13643	20	20
113,97297	9,44412	91,07827	20	20
114,46909	9,49462	91,02791	20	20
114,96893	9,54512	90,96803	20	20
115,47309	9,59563	90,9146	20	20
115,9827	9,64613	90,84839	20	20
116,47775	9,69663	90,78947	20	20
116,96706	9,74714	90,72898	20	20
117,46905	9,79764	90,66846	20	20
117,96932	9,84814	90,62699	20	20
118,4834	9,89865	90,57793	20	20
118,9866	9,94915	90,52232	20	20
119,48171	9,99965	90,46974	20	20
119,98114	10,05016	90,40787	20	20
120,49365	10,10066	90,35913	20	20
120,98529	10,15116	90,30741	20	20
121,49086	10,20167	90,2663	20	20
121,99046	10,25217	90,21851	20	20
122,48438	10,30267	90,17519	20	20
122,99419	10,35318	90,12676	20	20
123,50792	10,40368	90,08334	20	20
124,0042	10,45418	90,04467	20	20
124,50874	10,50469	90,00352	20	20
125,02477	10,55519	89,96184	20	20
125,52067	10,60569	89,91607	20	20
126,01792	10,6562	89,86998	20	20
126,52658	10,7067	89,82859	20	20
127,03297	10,7572	89,78556	20	20
127,54426	10,80771	89,74811	20	20
128,04744	10,85821	89,70924	20	20
128,56136	10,90871	89,66933	20	20
129,06903	10,95922	89,62352	20	20
129,55978	11,00972	89,58312	20	20
130,07541	11,06022	89,54494	20	20
130,58497	11,11073	89,5208	20	20
131,08977	11,16123	89,48236	20	20
131,59841	11,21173	89,4446	20	20
132,11755	11,26224	89,40008	20	20
132,61865	11,31274	89,37223	20	20
133,12999	11,36324	89,33945	20	20
133,636	11,41375	89,3007	20	20
134,13833	11,46425	89,27083	20	20
134,64816	11,51475	89,24093	20	20
135,15393	11,56526	89,21032	20	20
135,67229	11,61576	89,18011	20	20
136,17858	11,66626	89,1481	20	20
136,68311	11,71677	89,10801	20	20
137,20366	11,76727	89,08375	20	20
137,72186	11,81777	89,05193	20	20
138,227	11,86828	89,02129	20	20
138,73471	11,91878	88,9852	20	20
139,23939	11,96928	88,95473	20	20
139,75518	12,01979	88,91898	20	20
140,26784	12,07029	88,88247	20	20
140,77525	12,12079	88,85957	20	20
141,28954	12,1713	88,82379	20	20
141,80457	12,2218	88,80759	20	20
142,3098	12,2723	88,78168	20	20
142,80697	12,32281	88,74976	20	20
143,31929	12,37331	88,72705	20	20
143,83763	12,42381	88,6962	20	20
144,34723	12,47432	88,66436	20	20
144,86009	12,52482	88,64243	20	20
145,37336	12,57532	88,60806	20	20
145,88468	12,62583	88,58688	20	20
146,38104	12,67633	88,56698	20	20
146,89091	12,72683	88,54651	20	20
147,40449	12,77733	88,51984	20	20
147,91415	12,82784	88,50204	20	20
148,43235	12,87834	88,47699	20	20
148,93355	12,92884	88,45076	20	20
149,4414	12,97935	88,43305	20	20
149,95452	13,02985	88,41609	20	20
150,46649	13,08035	88,39578	20	20
150,96413	13,13086	88,37707	20	20
151,48884	13,18136	88,35171	20	20
151,98963	13,23186	88,3407	20	20
152,50516	13,28237	88,32491	20	20
153,02008	13,33287	88,30614	20	20
153,53242	13,38337	88,29178	20	20
154,027	13,43388	88,26688	20	20
154,53889	13,48438	88,25807	20	20
155,04758	13,53488	88,244	20	20
155,54801	13,58539	88,2271	20	20
156,0603	13,63589	88,21403	20	20
156,57199	13,68639	88,19953	20	20
157,06981	13,7369	88,1868	20	20
157,58038	13,7874	88,17201	20	20
158,08299	13,8379	88,15095	20	20
158,58373	13,88841	88,14108	20	20
159,10093	13,93891	88,1292	20	20
159,61093	13,98941	88,11889	20	20
160,1092	14,03992	88,10799	20	20
160,61448	14,09042	88,09693	20	20
161,11372	14,14092	88,08848	20	20
161,6258	14,19143	88,07918	20	20
162,12992	14,24193	88,06819	20	20
162,64111	14,29243	88,05166	20	20
163,13796	14,34294	88,04389	20	20
163,64532	14,39344	88,03776	20	20
164,15384	14,44394	88,02533	20	20
164,65512	14,49445	88,00946	20	20
165,16819	14,54495	87,99583	20	20
165,66829	14,59545	87,98524	20	20
166,17202	14,64596	87,97602	20	20
166,66716	14,69646	87,9675	20	20
167,16699	14,74696	87,95651	20	20
167,6744	14,79747	87,93959	20	20
168,17624	14,84797	87,93047	20	20
168,68282	14,89847	87,91458	20	20
169,18033	14,94898	87,89998	20	20
169,68084	14,99948	87,8873	20	20
170,17883	15,04998	87,87711	20	20
170,68793	15,10049	87,86779	20	20
171,20736	15,15099	87,8602	20	20
171,70053	15,20149	87,85252	20	20
172,17235	15,252	87,84506	20	20
172,69477	15,3025	87,83992	20	20
173,20134	15,353	87,83306	20	20
173,70819	15,40351	87,8245	20	20
174,20709	15,45401	87,81143	20	20
174,71003	15,50451	87,79751	20	20
175,21647	15,55502	87,78801	20	20
175,7172	15,60552	87,77946	20	20
176,21772	15,65602	87,77129	20	20
176,72523	15,70653	87,76184	20	20
177,21873	15,75703	87,75174	20	20
177,73105	15,80753	87,74321	20	20
178,24318	15,85804	87,73629	20	20
178,73549	15,90854	87,72465	20	20
179,24412	15,95904	87,71197	20	20
179,74385	16,00955	87,7009	20	20
180,24945	16,06005	87,69327	20	20
180,74515	16,11055	87,68649	20	20
181,26036	16,16106	87,68056	20	20
181,77761	16,21156	87,67113	20	20
182,26201	16,26206	87,6636	20	20
182,76688	16,31257	87,65342	20	20
183,29301	16,36307	87,63937	20	20
183,78967	16,41357	87,62753	20	20
184,29866	16,46408	87,62034	20	20
184,81102	16,51458	87,61287	20	20
185,29546	16,56508	87,60593	20	20
185,82844	16,61559	87,59964	20	20
186,32449	16,66609	87,59318	20	20
186,8382	16,71659	87,58721	20	20
187,33831	16,7671	87,58009	20	20
187,84187	16,8176	87,567	20	20
188,35924	16,8681	87,55619	20	20
188,87431	16,91861	87,54338	20	20
189,3824	16,96911	87,53227	20	20
189,88094	17,01961	87,52546	20	20
190,38525	17,07012	87,51613	20	20
190,88244	17,12062	87,50683	20	20
191,40458	17,17112	87,49408	20	20
191,90594	17,22163	87,48041	20	20
192,42297	17,27213	87,47143	20	20
192,93079	17,32263	87,46368	20	20
193,44335	17,37314	87,4542	20	20
193,93839	17,42364	87,44243	20	20
194,46344	17,47414	87,432	20	20
194,95282	17,52465	87,42213	20	20
195,47957	17,57515	87,41549	20	20
195,97479	17,62565	87,40437	20	20
196,47795	17,67616	87,39433	20	20
196,98574	17,72666	87,3841	20	20
197,50191	17,77716	87,37477	20	20
198,00401	17,82766	87,36629	20	20
198,50887	17,87817	87,35783	20	20
199,01095	17,92867	87,35018	20	20
199,51159	17,97917	87,34169	20	20
200,03482	18,02968	87,3332	20	20
200,54174	18,08018	87,32557	20	20
201,0376	18,13068	87,31625	20	20
201,54694	18,18119	87,30104	20	20
202,05191	18,23169	87,28932	20	20
202,5552	18,28219	87,28062	20	20
203,06851	18,3327	87,26616	20	20
203,57678	18,3832	87,25257	20	20
204,08181	18,4337	87,24014	20	20
204,58581	18,48421	87,22746	20	20
205,09198	18,53471	87,21851	20	20
205,59859	18,58521	87,21183	20	20
206,11426	18,63572	87,2052	20	20
206,6066	18,68622	87,19841	20	20
207,11468	18,73672	87,18792	20	20
207,61567	18,78723	87,17936	20	20
208,12164	18,83773	87,16877	20	20
208,63391	18,88823	87,15081	20	20
209,14083	18,93874	87,14186	20	20
209,63906	18,98924	87,13599	20	20
210,15927	19,03974	87,12754	20	20
210,6494	19,09025	87,11653	20	20
211,15383	19,14075	87,10552	20	20
211,64762	19,19125	87,09459	20	20
212,16333	19,24176	87,08254	20	20
212,67026	19,29226	87,07076	20	20
213,17193	19,34276	87,06076	20	20
213,66321	19,39327	87,04932	20	20
214,18668	19,44377	87,03667	20	20
214,69519	19,49427	87,0268	20	20
215,19972	19,54478	87,0183	20	20
215,69147	19,59528	87,00948	20	20
216,19891	19,64578	86,99796	20	20
216,70158	19,69629	86,9917	20	20
217,21479	19,74679	86,97974	20	20
217,72934	19,79729	86,96737	20	20
218,21202	19,8478	86,96235	20	20
218,72182	19,8983	86,95403	20	20
219,21813	19,9488	86,9457	20	20
219,73046	19,99931	86,93122	20	20
220,22313	20,04981	86,92187	20	20
220,73479	20,10031	86,91507	20	20
221,2357	20,15082	86,90915	20	20
221,74803	20,20132	86,90402	20	20
222,2483	20,25182	86,89799	20	20
222,75839	20,30233	86,88777	20	20
223,24805	20,35283	86,87601	20	20
223,76003	20,40333	86,86564	20	20
224,25844	20,45384	86,85522	20	20
224,76976	20,50434	86,8415	20	20
225,27289	20,55484	86,83167	20	20
225,78059	20,60535	86,82918	20	20
226,27999	20,65585	86,82521	20	20
226,79629	20,70635	86,81408	20	20
227,29745	20,75686	86,80237	20	20
227,80323	20,80736	86,79081	20	20
228,30202	20,85786	86,77804	20	20
228,80624	20,90837	86,76537	20	20
229,32312	20,95887	86,75001	20	20
229,82721	21,00937	86,73811	20	20
230,33187	21,05988	86,73048	20	20
230,83256	21,11038	86,72368	20	20
231,33789	21,16088	86,71347	20	20
231,84336	21,21139	86,70598	20	20
232,35531	21,26189	86,69501	20	20
232,86745	21,31239	86,67755	20	20
233,37169	21,3629	86,66531	20	20
233,86735	21,4134	86,65404	20	20
234,3943	21,4639	86,64131	20	20
234,89633	21,51441	86,62769	20	20
235,398	21,56491	86,61583	20	20
235,90888	21,61541	86,60568	20	20
236,40966	21,66592	86,59234	20	20
236,92131	21,71642	86,58267	20	20
237,41419	21,76692	86,57539	20	20
237,92743	21,81743	86,56731	20	20
238,43474	21,86793	86,55368	20	20
238,94285	21,91843	86,53973	20	20
239,4505	21,96894	86,5201	20	20
239,95745	22,01944	86,50571	20	20
240,46838	22,06994	86,49208	20	20
240,96835	22,12045	86,48021	20	20
241,47833	22,17095	86,4605	20	20
241,98769	22,22145	86,43952	20	20
242,47679	22,27196	86,4236	20	20
242,99438	22,32246	86,41066	20	20
243,49085	22,37296	86,39987	20	20
244,00478	22,42347	86,39092	20	20
244,52099	22,47397	86,37302	20	20
245,01161	22,52447	86,3626	20	20
245,51928	22,57498	86,35104	20	20
246,01921	22,62548	86,33765	20	20
246,51458	22,67598	86,32522	20	20
247,02717	22,72648	86,31413	20	20
247,52053	22,77699	86,30138	20	20
248,01851	22,82749	86,28863	20	20
248,53741	22,87799	86,2737	20	20
249,03901	22,9285	86,25807	20	20
249,55097	22,979	86,24969	20	20
250,06112	23,0295	86,23948	20	20
250,56007	23,08001	86,22765	20	20
251,06858	23,13051	86,21833	20	20
251,56396	23,18101	86,2073	20	20
252,06076	23,23152	86,19702	20	20
252,56556	23,28202	86,18284	20	20
253,07481	23,33252	86,1719	20	20
253,57779	23,38303	86,15188	20	20
254,09116	23,43353	86,14039	20	20
254,57959	23,48403	86,12835	20	20
255,09261	23,53454	86,1173	20	20
255,59241	23,58504	86,09968	20	20
256,09134	23,63554	86,08237	20	20
256,59283	23,68605	86,06171	20	20
257,10757	23,73655	86,04778	20	20
257,6113	23,78705	86,03468	20	20
258,11474	23,83756	86,01549	20	20
258,63203	23,88806	85,9994	20	20
259,1324	23,93856	85,98953	20	20
259,62949	23,98907	85,97526	20	20
260,13252	24,03957	85,95919	20	20
260,65176	24,09007	85,94138	20	20
261,13554	24,14058	85,92699	20	20
261,64246	24,19108	85,91262	20	20
262,15447	24,24158	85,88627	20	20
262,66214	24,29209	85,87466	20	20
263,16929	24,34259	85,85905	20	20
263,6729	24,39309	85,83679	20	20
264,18031	24,4436	85,81853	20	20
264,69224	24,4941	85,79486	20	20
265,18911	24,5446	85,77791	20	20
265,69555	24,59511	85,76147	20	20
266,20275	24,64561	85,73947	20	20
266,7045	24,69611	85,71969	20	20
267,20984	24,74662	85,70479	20	20
267,71449	24,79712	85,68064	20	20
268,21856	24,84762	85,6703	20	20
268,7192	24,89813	85,65508	20	20
269,23051	24,94863	85,6389	20	20
269,73657	24,99913	85,61767	20	20
270,25826	25,04964	85,59906	20	20
270,75658	25,10014	85,58122	20	20
271,27284	25,15064	85,55934	20	20
271,76275	25,20115	85,54571	20	20
272,25687	25,25165	85,52705	20	20
272,77538	25,30215	85,50848	20	20
273,28713	25,35266	85,48204	20	20
273,78812	25,40316	85,46627	20	20
274,28579	25,45366	85,45076	20	20
274,8039	25,50417	85,43469	20	20
275,31418	25,55467	85,41848	20	20
275,80756	25,60517	85,39966	20	20
276,32422	25,65568	85,38072	20	20
276,81108	25,70618	85,36723	20	20
277,34521	25,75668	85,34838	20	20
277,82883	25,80719	85,33274	20	20
278,3299	25,85769	85,31383	20	20
278,83485	25,90819	85,29283	20	20
279,3442	25,9587	85,27739	20	20
279,8726	26,0092	85,25423	20	20
280,36103	26,0597	85,23221	20	20
280,87718	26,11021	85,20523	20	20
281,36806	26,16071	85,19243	20	20
281,87951	26,21121	85,17706	20	20
282,37512	26,26172	85,15853	20	20
282,87782	26,31222	85,14482	20	20
283,38177	26,36272	85,11809	20	20
283,90253	26,41323	85,09881	20	20
284,40306	26,46373	85,08191	20	20
284,90904	26,51423	85,05936	20	20
285,41233	26,56474	85,0404	20	20
285,91162	26,61524	85,01702	20	20
286,4104	26,66574	84,99832	20	20
286,93459	26,71625	84,97293	20	20
287,42458	26,76675	84,9527	20	20
287,92273	26,81725	84,93629	20	20
288,4277	26,86776	84,91047	20	20
288,93695	26,91826	84,89327	20	20
289,43481	26,96876	84,87239	20	20
289,92476	27,01927	84,85549	20	20
290,43073	27,06977	84,82923	20	20
290,94292	27,12027	84,81064	20	20
291,45397	27,17078	84,78779	20	20
291,95643	27,22128	84,77085	20	20
292,45168	27,27178	84,74322	20	20
292,97006	27,32229	84,73146	20	20
293,46268	27,37279	84,70961	20	20
293,97283	27,42329	84,69004	20	20
294,47428	27,4738	84,66575	20	20
294,97721	27,5243	84,64849	20	20
295,49247	27,5748	84,62598	20	20
295,99026	27,62531	84,60656	20	20
296,49127	27,67581	84,58277	20	20
297,00323	27,72631	84,56745	20	20
297,50184	27,77681	84,55319	20	20
298,00925	27,82732	84,53734	20	20
298,51457	27,87782	84,52064	20	20
299,01893	27,92832	84,49588	20	20
299,51433	27,97883	84,47771	20	20
300,00967	28,02933	84,45264	20	20
300,51427	28,07983	84,41624	20	20
301,01942	28,13034	84,39169	20	20
301,51668	28,18084	84,36455	20	20
302,04729	28,23134	84,33417	20	20
302,5303	28,28185	84,30998	20	20
303,02849	28,33235	84,28374	20	20
303,53605	28,38285	84,2629	20	20
304,04813	28,43336	84,23466	20	20
304,56586	28,48386	84,20665	20	20
305,06713	28,53436	84,18653	20	20
305,56124	28,58487	84,15967	20	20
306,07401	28,63537	84,13503	20	20
306,58056	28,68587	84,11348	20	20
307,09607	28,73638	84,07873	20	20
307,58546	28,78688	84,05158	20	20
308,08952	28,83738	84,01992	20	20
308,59407	28,88789	84,00336	20	20
309,0991	28,93839	83,97795	20	20
309,61581	28,98889	83,94158	20	20
310,12042	29,0394	83,91775	20	20
310,61798	29,0899	83,88324	20	20
311,12162	29,1404	83,86531	20	20
311,61944	29,19091	83,83478	20	20
312,12562	29,24141	83,79876	20	20
312,62909	29,29191	83,77702	20	20
313,15034	29,34242	83,7547	20	20
313,64988	29,39292	83,72483	20	20
314,15209	29,44342	83,70106	20	20
314,66145	29,49393	83,67631	20	20
315,15676	29,54443	83,64307	20	20
315,67007	29,59493	83,61549	20	20
316,17587	29,64544	83,59134	20	20
316,68086	29,69594	83,55753	20	20
317,18684	29,74644	83,53258	20	20
317,6956	29,79695	83,50835	20	20
318,20329	29,84745	83,47342	20	20
318,70685	29,89795	83,4498	20	20
319,20694	29,94846	83,42552	20	20
319,70352	29,99896	83,39208	20	20
320,23049	30,04946	83,37055	20	20
320,73767	30,09997	83,34344	20	20
321,23087	30,15047	83,30529	20	20
321,73952	30,20097	83,27582	20	20
322,25497	30,25148	83,24252	20	20
322,75015	30,30198	83,21604	20	20
323,26887	30,35248	83,17677	20	20
323,76915	30,40299	83,15514	20	20
324,28935	30,45349	83,12202	20	20
324,78825	30,50399	83,08722	20	20
325,29249	30,5545	83,06122	20	20
325,80288	30,605	83,02791	20	20
326,30004	30,6555	83,00411	20	20
326,81396	30,70601	82,97289	20	20
327,31574	30,75651	82,93849	20	20
327,82886	30,80701	82,91182	20	20
328,33307	30,85752	82,88107	20	20
328,83847	30,90802	82,84789	20	20
329,34859	30,95852	82,82122	20	20
329,85048	31,00903	82,79126	20	20
330,36634	31,05953	82,76462	20	20
330,85133	31,11003	82,73984	20	20
331,35786	31,16054	82,71266	20	20
331,87431	31,21104	82,68744	20	20
332,37905	31,26154	82,65205	20	20
332,88365	31,31205	82,63429	20	20
333,38466	31,36255	82,60535	20	20
333,88175	31,41305	82,57131	20	20
334,38471	31,46356	82,5409	20	20
334,89611	31,51406	82,51134	20	20
335,40204	31,56456	82,47966	20	20
335,90499	31,61507	82,44814	20	20
336,41915	31,66557	82,41952	20	20
336,91238	31,71607	82,38119	20	20
337,41829	31,76658	82,3532	20	20
337,9218	31,81708	82,32182	20	20
338,44604	31,86758	82,29241	20	20
338,94499	31,91809	82,25759	20	20
339,44634	31,96859	82,22417	20	20
339,94376	32,01909	82,18835	20	20
340,45978	32,0696	82,15837	20	20
340,95509	32,1201	82,12704	20	20
341,47214	32,1706	82,09559	20	20
341,98551	32,22111	82,05902	20	20
342,48587	32,27161	82,02789	20	20
342,98723	32,32211	81,99002	20	20
343,49942	32,37262	81,95707	20	20
343,99685	32,42312	81,9271	20	20
344,5133	32,47362	81,88728	20	20
345,00989	32,52413	81,8503	20	20
345,50249	32,57463	81,81451	20	20
346,02443	32,62513	81,77426	20	20
346,52778	32,67564	81,74756	20	20
347,02678	32,72614	81,71011	20	20
347,53772	32,77664	81,68227	20	20
348,04785	32,82714	81,64548	20	20
348,54428	32,87765	81,60578	20	20
349,04508	32,92815	81,56997	20	20
349,5556	32,97865	81,54198	20	20
350,0692	33,02916	81,50131	20	20
350,5689	33,07966	81,47265	20	20
351,06849	33,13016	81,43359	20	20
351,57014	33,18067	81,39293	20	20
352,08223	33,23117	81,36953	20	20
352,58322	33,28167	81,33434	20	20
353,08833	33,33218	81,3044	20	20
353,59087	33,38268	81,26432	20	20
354,09361	33,43318	81,2296	20	20
354,59599	33,48369	81,18882	20	20
355,09516	33,53419	81,14293	20	20
355,60563	33,58469	81,09797	20	20
356,10226	33,6352	81,05288	20	20
356,61349	33,6857	81,02127	20	20
357,11564	33,7362	80,97464	20	20
357,62022	33,78671	80,93277	20	20
358,12615	33,83721	80,88349	20	20
358,61296	33,88771	80,84844	20	20
359,12733	33,93822	80,80331	20	20
359,63125	33,98872	80,759	20	20
360,13401	34,03922	80,72497	20	20
360,63931	34,08973	80,67594	20	20
361,13245	34,14023	80,63438	20	20
361,64857	34,19073	80,6028	20	20
362,15076	34,24124	80,5596	20	20
362,65206	34,29174	80,52618	20	20
363,15426	34,34224	80,48365	20	20
363,6683	34,39275	80,44323	20	20
364,1608	34,44325	80,40599	20	20
364,6663	34,49375	80,36387	20	20
365,17233	34,54426	80,32657	20	20
365,69164	34,59476	80,28045	20	20
366,18065	34,64526	80,25207	20	20
366,69484	34,69577	80,21536	20	20
367,18708	34,74627	80,17796	20	20
367,68813	34,79677	80,13974	20	20
368,1975	34,84728	80,10075	20	20
368,70557	34,89778	80,07427	20	20
369,20122	34,94828	80,03715	20	20
369,70308	34,99879	80,00106	20	20
370,20396	35,04929	79,96267	20	20
370,71117	35,09979	79,92628	20	20
371,22275	35,1503	79,87897	20	20
371,72079	35,2008	79,85038	20	20
372,22427	35,2513	79,81166	20	20
372,72939	35,30181	79,77012	20	20
373,24205	35,35231	79,73323	20	20
373,74976	35,40281	79,68657	20	20
374,25535	35,45332	79,64551	20	20
374,76582	35,50382	79,5949	20	20
375,26356	35,55432	79,5505	20	20
375,7682	35,60483	79,51574	20	20
376,26847	35,65533	79,47147	20	20
376,77641	35,70583	79,42855	20	20
377,29154	35,75634	79,38585	20	20
377,78203	35,80684	79,34215	20	20
378,29252	35,85734	79,30827	20	20
378,80181	35,90785	79,27281	20	20
379,29266	35,95835	79,23305	20	20
379,79957	36,00885	79,19324	20	20
380,30656	36,05936	79,15928	20	20
380,81459	36,10986	79,12123	20	20
381,32349	36,16036	79,07535	20	20
381,81991	36,21087	79,0447	20	20
382,32423	36,26137	79,0025	20	20
382,83505	36,31187	78,95653	20	20
383,34835	36,36238	78,90981	20	20
383,84126	36,41288	78,87489	20	20
384,34872	36,46338	78,83444	20	20
384,85358	36,51389	78,79661	20	20
385,35979	36,56439	78,76209	20	20
385,87409	36,61489	78,72251	20	20
386,36987	36,6654	78,67905	20	20
386,87155	36,7159	78,64551	20	20
387,38293	36,7664	78,60607	20	20
387,88281	36,81691	78,56323	20	20
388,37657	36,86741	78,52954	20	20
388,91066	36,91791	78,48731	20	20
